"Date","Time","To","From","Direction","Message.Type"
"10/6/17","10:51 AM","703-555-2508","703-555-1760","Sent","Text"
"10/6/17","10:50 AM","703-555-1760","703-555-2508","Received","Text"
"10/6/17","10:50 AM","703-555-2508","703-555-1760","Sent","Text"
"10/6/17","10:50 AM","703-555-2508","703-555-1760","Sent","Text"
"10/6/17","10:48 AM","703-555-1760","703-555-2508","Received","Text"
"10/6/17","10:48 AM","703-555-1760","703-555-2508","Received","Text"
"10/6/17","10:48 AM","703-555-2508","703-555-1760","Sent","Text"
"10/6/17","10:47 AM","703-555-2508","703-555-1760","Sent","Text"
"10/6/17","6:46 AM","703-555-1760","703-555-2508","Received","Text"
"10/6/17","6:45 AM","703-555-2508","703-555-1760","Sent","Text"
"10/6/17","6:44 AM","703-555-2508","703-555-1760","Sent","Text"
"10/6/17","10:29 AM","202-555-1219","703-555-1760","Sent","Text"
"10/6/17","10:26 AM","202-555-1219","703-555-1760","Sent","Text"
"10/6/17","10:25 AM","703-555-1760","202-555-1219","Received","Text"
"10/6/17","10:24 AM","703-555-1760","202-555-1219","Received","Text"
"10/6/17","10:24 AM","202-555-1219","703-555-1760","Sent","Text"
"10/6/17","10:24 AM","202-555-1219","703-555-1760","Sent","Text"
"10/6/17","10:21 AM","703-555-1760","202-555-1219","Received","Text"
"10/6/17","10:19 AM","202-555-1219","703-555-1760","Sent","Text"
"10/6/17","10:19 AM","703-555-1760","202-555-1219","Received","Text"
"10/6/17","10:18 AM","202-555-1219","703-555-1760","Sent","Text"
"10/6/17","10:18 AM","202-555-1219","703-555-1760","Sent","Text"
"10/6/17","10:18 AM","202-555-1219","703-555-1760","Sent","Text"
"10/6/17","10:17 AM","703-555-1760","202-555-1219","Received","Text"
"10/6/17","10:16 AM","202-555-1219","703-555-1760","Sent","Text"
"10/6/17","10:16 AM","202-555-1219","703-555-1760","Sent","Text"
"10/6/17","10:16 AM","703-555-1760","202-555-1219","Received","Text"
"10/6/17","10:16 AM","703-555-1760","202-555-1219","Received","Text"
"10/6/17","9:31 AM","703-555-2508","703-555-1760","Sent","Text"
"10/6/17","4:05 AM","703-555-2508","7035551760","Sent","Picture/Video"
"10/6/17","1:44 PM","703-555-2508","7035551760","Sent","Picture/Video"
"10/5/17","1:33 PM","703-555-1760","703-555-2508","Received","Text"
"10/5/17","1:33 PM","703-555-2508","703-555-1760","Sent","Text"
"10/5/17","1:32 PM","703-555-2508","703-555-1760","Sent","Text"
"10/5/17","1:30 PM","703-555-1760","703-555-2508","Received","Text"
"10/5/17","1:30 PM","703-555-2508","703-555-1760","Sent","Text"
"10/5/17","1:29 PM","703-555-2508","703-555-1760","Sent","Text"
"10/5/17","1:28 PM","703-555-2508","703-555-1760","Sent","Text"
"10/5/17","1:27 PM","703-555-1760","703-555-2508","Received","Text"
"10/5/17","1:26 PM","703-555-2508","703-555-1760","Sent","Text"
"10/5/17","11:15 AM","202-555-1219","703-555-1760","Sent","Text"
"10/5/17","11:15 AM","703-555-1760","202-555-1219","Received","Text"
"10/5/17","11:14 AM","202-555-1219","703-555-1760","Sent","Text"
"10/5/17","10:28 AM","202-555-1219","703-555-1760","Sent","Text"
"10/5/17","9:07 AM","703-555-1760","202-555-7160","Received","Text"
"10/5/17","8:52 AM","703-555-2508","7035551760","Sent","Picture/Video"
"10/4/17","12:42 PM","703-555-1637","703-555-1760","Sent","Text"
"10/4/17","12:11 PM","703-555-1760","202-555-1219","Received","Text"
"10/4/17","12:10 PM","202-555-1219","703-555-1760","Sent","Text"
"10/4/17","12:09 PM","703-555-1760","202-555-1219","Received","Text"
"10/4/17","12:09 PM","202-555-1219","703-555-1760","Sent","Text"
"10/4/17","12:09 PM","703-555-1760","202-555-1219","Received","Text"
"10/4/17","12:04 PM","202-555-1219","703-555-1760","Sent","Text"
"10/4/17","11:55 AM","202-555-1219","703-555-1760","Sent","Text"
"10/4/17","10:53 AM","703-555-2508","703-555-1760","Sent","Text"
"10/4/17","10:52 AM","703-555-1760","703-555-2508","Received","Text"
"10/4/17","10:51 AM","703-555-2508","703-555-1760","Sent","Text"
"10/4/17","10:51 AM","703-555-2508","703-555-1760","Sent","Text"
"10/4/17","10:06 AM","703-555-2508","7035551760","Sent","Picture/Video"
"10/4/17","10:03 AM","703-555-2508","703-555-1760","Sent","Text"
"10/4/17","10:02 AM","703-555-1760","703-555-2508","Received","Text"
"10/4/17","10:01 AM","703-555-2508","703-555-1760","Sent","Text"
"10/4/17","10:00 AM","703-555-1760","703-555-2508","Received","Text"
"10/4/17","10:00 AM","703-555-2508","703-555-1760","Sent","Text"
"10/4/17","10:00 AM","703-555-2508","703-555-1760","Sent","Text"
"10/4/17","9:59 AM","703-555-1760","703-555-2508","Received","Text"
"10/4/17","9:59 AM","703-555-2508","703-555-1760","Sent","Text"
"10/4/17","9:58 AM","703-555-1760","703-555-2508","Received","Text"
"10/4/17","9:58 AM","703-555-2508","703-555-1760","Sent","Text"
"10/4/17","9:58 AM","703-555-2508","703-555-1760","Sent","Text"
"10/4/17","9:57 AM","703-555-1760","703-555-2508","Received","Text"
"10/4/17","9:55 AM","703-555-2508","7035551760","Sent","Picture/Video"
"10/4/17","9:53 AM","703-555-1760","703-555-2508","Received","Text"
"10/4/17","9:53 AM","703-555-2508","703-555-1760","Sent","Text"
"10/4/17","9:53 AM","703-555-2508","703-555-1760","Sent","Text"
"10/4/17","9:37 AM","703-555-1760","703-555-2508","Received","Text"
"10/4/17","9:30 AM","703-555-2508","703-555-1760","Sent","Text"
"10/4/17","9:29 AM","703-555-1760","703-555-2508","Received","Text"
"10/4/17","9:22 AM","703-555-1760","202-555-1219","Received","Text"
"10/4/17","9:22 AM","202-555-1219","703-555-1760","Sent","Text"
"10/4/17","9:21 AM","703-555-1760","202-555-1219","Received","Text"
"10/4/17","9:20 AM","703-555-2508","703-555-1760","Sent","Text"
"10/4/17","9:20 AM","703-555-2508","703-555-1760","Sent","Text"
"10/4/17","9:20 AM","703-555-2508","703-555-1760","Sent","Text"
"10/4/17","9:19 AM","703-555-1760","703-555-2508","Received","Text"
"10/4/17","9:15 AM","703-555-2508","703-555-1760","Sent","Text"
"10/4/17","9:14 AM","703-555-1760","703-555-2508","Received","Text"
"10/4/17","9:08 AM","703-555-2508","703-555-1760","Sent","Text"
"10/4/17","8:56 AM","202-555-1219","703-555-1760","Sent","Text"
"10/4/17","8:29 AM","202-555-1219","703-555-1760","Sent","Text"
"10/4/17","8:10 AM","703-555-1760","202-555-1219","Received","Text"
"10/4/17","8:38 AM","571-555-1001","703-555-1760","Sent","Text"
"10/4/17","8:38 AM","703-555-1760","571-555-1001","Received","Text"
"10/4/17","5:49 AM","703-555-2508","703-555-1760","Sent","Text"
"10/4/17","5:47 AM","703-555-1760","703-555-2508","Received","Text"
"10/4/17","5:46 AM","703-555-2508","703-555-1760","Sent","Text"
"10/4/17","5:46 AM","703-555-1760","703-555-2508","Received","Text"
"10/4/17","5:46 AM","703-555-2508","703-555-1760","Sent","Text"
"10/4/17","5:45 AM","703-555-1760","703-555-2508","Received","Text"
"10/4/17","5:40 AM","703-555-2508","7035551760","Sent","Picture/Video"
"10/4/17","5:40 AM","703-555-1760","703-555-2508","Received","Text"
"10/4/17","5:35 AM","703-555-2508","7035551760","Sent","Picture/Video"
"10/3/17","3:01 PM","703-555-2508","703-555-1760","Sent","Text"
"10/3/17","2:48 PM","703-555-1760","703-555-2508","Received","Text"
"10/3/17","2:47 PM","703-555-2508","703-555-1760","Sent","Text"
"10/3/17","2:47 PM","703-555-2508","703-555-1760","Sent","Text"
"10/3/17","2:39 PM","703-555-2508","7035551760","Sent","Picture/Video"
"10/3/17","2:38 PM","703-555-2508","703-555-1760","Sent","Text"
"10/3/17","2:38 PM","703-555-2508","703-555-1760","Sent","Text"
"10/3/17","2:38 PM","703-555-1760","703-555-2508","Received","Text"
"10/3/17","2:38 PM","703-555-1760","703-555-2508","Received","Text"
"10/3/17","2:37 PM","703-555-2508","703-555-1760","Sent","Text"
"10/3/17","2:36 PM","703-555-1760","703-555-2508","Received","Text"
"10/3/17","2:32 PM","703-555-1760","202-555-1219","Received","Text"
"10/3/17","2:31 PM","202-555-1219","703-555-1760","Sent","Text"
"10/3/17","2:31 PM","703-555-1760","202-555-1219","Received","Text"
"10/3/17","11:32 AM","202-555-1219","703-555-1760","Sent","Text"
"10/3/17","11:32 AM","202-555-1219","703-555-1760","Sent","Text"
"10/3/17","11:19 AM","703-555-1760","202-555-1219","Received","Text"
"10/3/17","11:17 AM","202-555-1219","703-555-1760","Sent","Text"
"10/3/17","11:15 AM","202-555-1219","703-555-1760","Sent","Text"
"10/3/17","11:14 AM","202-555-1219","703-555-1760","Sent","Text"
"10/3/17","11:14 AM","703-555-1760","202-555-1219","Received","Text"
"10/3/17","11:04 AM","202-555-1219","703-555-1760","Sent","Text"
"10/3/17","10:53 AM","703-555-2508","703-555-1760","Sent","Text"
"10/3/17","10:51 AM","703-555-1760","703-555-2508","Received","Text"
"10/3/17","10:51 AM","703-555-2508","703-555-1760","Sent","Text"
"10/3/17","10:50 AM","703-555-1760","703-555-2508","Received","Text"
"10/3/17","10:44 AM","703-555-2508","703-555-1760","Sent","Text"
"10/3/17","10:44 AM","703-555-2508","703-555-1760","Sent","Text"
"10/3/17","10:44 AM","703-555-1760","703-555-2508","Received","Text"
"10/3/17","10:30 AM","703-555-2508","703-555-1760","Sent","Text"
"10/3/17","10:27 AM","703-555-1760","703-555-2508","Received","Text"
"10/3/17","10:25 AM","703-555-1760","202-555-1219","Received","Text"
"10/3/17","10:25 AM","202-555-1219","703-555-1760","Sent","Text"
"10/3/17","10:25 AM","703-555-1760","202-555-1219","Received","Text"
"10/3/17","10:23 AM","202-555-1219","703-555-1760","Sent","Text"
"10/3/17","10:23 AM","703-555-1760","202-555-1219","Received","Text"
"10/3/17","10:23 AM","703-555-1760","202-555-1219","Received","Text"
"10/3/17","10:21 AM","202-555-1219","703-555-1760","Sent","Text"
"10/3/17","10:21 AM","202-555-1219","703-555-1760","Sent","Text"
"10/3/17","10:20 AM","703-555-1760","202-555-1219","Received","Text"
"10/3/17","7:51 AM","703-555-1760","703-555-2508","Received","Text"
"10/3/17","9:42 AM","202-555-1219","703-555-1760","Sent","Text"
"10/3/17","9:32 AM","202-555-1219","703-555-1760","Sent","Text"
"10/3/17","9:32 AM","202-555-1219","703-555-1760","Sent","Text"
"10/3/17","7:49 AM","703-555-2508","703-555-1760","Sent","Text"
"10/3/17","9:27 AM","703-555-1760","202-555-1219","Received","Text"
"10/3/17","7:48 AM","703-555-1760","703-555-2508","Received","Text"
"10/3/17","7:47 AM","703-555-2508","703-555-1760","Sent","Text"
"10/3/17","7:47 AM","703-555-1760","703-555-2508","Received","Text"
"10/3/17","7:47 AM","703-555-2508","703-555-1760","Sent","Text"
"10/3/17","7:47 AM","703-555-1760","703-555-2508","Received","Text"
"10/3/17","7:46 AM","703-555-2508","703-555-1760","Sent","Text"
"10/3/17","7:46 AM","703-555-1760","703-555-2508","Received","Text"
"10/3/17","7:46 AM","703-555-2508","703-555-1760","Sent","Text"
"10/3/17","7:45 AM","703-555-1760","703-555-2508","Received","Text"
"10/3/17","7:45 AM","703-555-2508","703-555-1760","Sent","Text"
"10/3/17","7:44 AM","703-555-2508","703-555-1760","Sent","Text"
"10/3/17","7:44 AM","703-555-2508","703-555-1760","Sent","Text"
"10/3/17","7:44 AM","703-555-1760","703-555-2508","Received","Text"
"10/3/17","7:43 AM","703-555-2508","703-555-1760","Sent","Text"
"10/3/17","7:40 AM","703-555-2508","7035551760","Sent","Picture/Video"
"10/3/17","7:36 AM","703-555-1760","703-555-2508","Received","Text"
"10/3/17","7:36 AM","703-555-1760","703-555-2508","Received","Text"
"10/3/17","7:34 AM","703-555-2508","703-555-1760","Sent","Text"
"10/3/17","7:34 AM","703-555-2508","703-555-1760","Sent","Text"
"10/3/17","7:33 AM","703-555-1760","703-555-2508","Received","Text"
"10/3/17","7:33 AM","703-555-2508","7035551760","Sent","Picture/Video"
"10/3/17","7:31 AM","703-555-1760","202-555-1219","Received","Text"
"10/2/17","1:48 PM","202-555-1219","703-555-1760","Sent","Text"
"10/2/17","1:43 PM","703-555-1760","202-555-1219","Received","Text"
"10/2/17","1:35 PM","703-555-1760","202-555-1219","Received","Text"
"10/2/17","1:34 PM","202-555-1219","703-555-1760","Sent","Text"
"10/2/17","1:32 PM","202-555-1219","703-555-1760","Sent","Text"
"10/2/17","1:30 PM","703-555-1760","202-555-1219","Received","Text"
"10/2/17","1:12 PM","202-555-1219","703-555-1760","Sent","Text"
"10/2/17","11:38 AM","703-555-1760","202-555-1219","Received","Text"
"10/2/17","11:38 AM","202-555-1219","703-555-1760","Sent","Text"
"10/2/17","11:31 AM","703-555-1760","202-555-1219","Received","Text"
"10/2/17","11:31 AM","703-555-1760","202-555-1219","Received","Text"
"10/2/17","11:31 AM","703-555-1760","202-555-1219","Received","Text"
"10/2/17","11:31 AM","703-555-1760","202-555-1219","Received","Text"
"10/2/17","11:31 AM","202-555-1219","703-555-1760","Sent","Text"
"10/2/17","11:30 AM","703-555-1760","202-555-1219","Received","Text"
"10/2/17","11:30 AM","202-555-1219","703-555-1760","Sent","Text"
"10/2/17","9:49 AM","703-555-2508","703-555-1760","Sent","Text"
"10/2/17","9:46 AM","703-555-1760","703-555-2508","Received","Text"
"10/2/17","9:45 AM","703-555-2508","703-555-1760","Sent","Text"
"10/2/17","9:45 AM","703-555-2508","703-555-1760","Sent","Text"
"10/2/17","9:44 AM","703-555-1760","703-555-2508","Received","Text"
"10/2/17","9:26 AM","703-555-2508","703-555-1760","Sent","Text"
"10/2/17","9:26 AM","703-555-2508","703-555-1760","Sent","Text"
"10/2/17","9:25 AM","703-555-1760","703-555-2508","Received","Text"
"10/2/17","9:22 AM","703-555-2508","703-555-1760","Sent","Text"
"10/2/17","9:05 AM","240-555-1499","703-555-1760","Sent","Text"
"10/2/17","9:04 AM","703-555-1760","240-555-1499","Received","Text"
"10/2/17","7:54 AM","240-555-1499","703-555-1760","Sent","Text"
"10/2/17","7:53 AM","703-555-1760","240-555-1499","Received","Text"
"10/2/17","7:53 AM","240-555-1499","703-555-1760","Sent","Text"
"10/2/17","7:53 AM","703-555-1760","240-555-1499","Received","Text"
"10/2/17","7:52 AM","703-555-1760","240-555-1499","Received","Text"
"10/2/17","7:52 AM","703-555-1760","240-555-1499","Received","Text"
"10/2/17","7:50 AM","240-555-1499","703-555-1760","Sent","Text"
"10/2/17","7:41 AM","703-555-2508","703-555-1760","Sent","Text"
"10/2/17","7:41 AM","703-555-1760","703-555-2508","Received","Text"
"10/2/17","7:41 AM","703-555-2508","703-555-1760","Sent","Text"
"10/2/17","7:40 AM","703-555-1760","703-555-2508","Received","Text"
"10/2/17","7:40 AM","703-555-2508","703-555-1760","Sent","Text"
"10/2/17","7:32 AM","703-555-2508","703-555-1760","Sent","Text"
"10/2/17","7:22 AM","703-555-2508","703-555-1760","Sent","Text"
"10/2/17","7:21 AM","703-555-2508","7035551760","Sent","Picture/Video"
"10/1/17","8:36 AM","703-555-2508","703-555-1760","Sent","Text"
"10/1/17","8:35 AM","703-555-2508","703-555-1760","Sent","Text"
"10/1/17","8:10 AM","703-555-1760","703-555-2508","Received","Text"
"10/1/17","8:09 AM","703-555-2508","703-555-1760","Sent","Text"
"10/1/17","8:08 AM","703-555-1760","703-555-2508","Received","Text"
"10/1/17","8:07 AM","703-555-2508","703-555-1760","Sent","Text"
"10/1/17","8:07 AM","703-555-1760","703-555-2508","Received","Text"
"10/1/17","8:04 AM","703-555-2508","703-555-1760","Sent","Text"
"10/1/17","8:04 AM","703-555-2508","703-555-1760","Sent","Text"
"10/1/17","8:03 AM","703-555-2508","703-555-1760","Sent","Text"
"10/1/17","8:03 AM","703-555-2508","703-555-1760","Sent","Text"
"10/1/17","8:03 AM","703-555-1760","703-555-2508","Received","Text"
"10/1/17","8:02 AM","703-555-2508","703-555-1760","Sent","Text"
"10/1/17","8:01 AM","703-555-2508","7035551760","Sent","Picture/Video"
"9/30/17","12:48 PM","703-555-1760","703-555-2508","Received","Text"
"9/30/17","12:47 PM","703-555-2508","703-555-1760","Sent","Text"
"9/30/17","12:47 PM","703-555-1760","703-555-2508","Received","Text"
"9/30/17","12:46 PM","703-555-2508","703-555-1760","Sent","Text"
"9/30/17","12:46 PM","703-555-1760","703-555-2508","Received","Text"
"9/30/17","12:33 PM","703-555-1760","703-555-2508","Received","Text"
"9/30/17","12:15 PM","703-555-2508","703-555-1760","Sent","Text"
"9/29/17","3:12 PM","703-555-1760","703-555-2508","Received","Text"
"9/29/17","8:52 AM","540-555-3011","703-555-1760","Sent","Text"
"9/29/17","7:50 AM","540-555-3011","703-555-1760","Sent","Text"
"9/29/17","4:10 AM","703-555-2508","703-555-1760","Sent","Text"
"9/29/17","4:10 AM","703-555-1760","703-555-2508","Received","Text"
"9/29/17","4:09 AM","703-555-2508","703-555-1760","Sent","Text"
"9/28/17","3:04 PM","703-555-1637","703-555-1760","Sent","Text"
"9/28/17","3:03 PM","703-555-1637","703-555-1760","Sent","Text"
"9/28/17","2:59 PM","703-555-1637","703-555-1760","Sent","Text"
"9/28/17","2:07 PM","703-555-1760","202-555-1219","Received","Text"
"9/28/17","2:07 PM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","2:06 PM","703-555-1760","202-555-1219","Received","Text"
"9/28/17","2:05 PM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","2:05 PM","703-555-1760","202-555-1219","Received","Text"
"9/28/17","2:02 PM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","1:48 PM","703-555-1760","202-555-1219","Received","Text"
"9/28/17","1:48 PM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","1:48 PM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","1:47 PM","703-555-1760","202-555-1219","Received","Text"
"9/28/17","1:46 PM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","1:45 PM","703-555-1760","202-555-1219","Received","Text"
"9/28/17","1:45 PM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","1:45 PM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","1:44 PM","703-555-1760","202-555-1219","Received","Text"
"9/28/17","1:44 PM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","1:44 PM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","1:44 PM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","1:38 PM","703-555-1760","202-555-1219","Received","Text"
"9/28/17","1:38 PM","703-555-1760","202-555-1219","Received","Text"
"9/28/17","1:38 PM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","1:38 PM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","1:36 PM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","1:36 PM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","1:35 PM","703-555-1760","202-555-1219","Received","Text"
"9/28/17","1:34 PM","703-555-1760","202-555-1219","Received","Text"
"9/28/17","1:34 PM","703-555-1760","202-555-1219","Received","Text"
"9/28/17","1:33 PM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","1:33 PM","703-555-1760","202-555-1219","Received","Text"
"9/28/17","12:52 PM","703-555-1760","202-555-1219","Received","Text"
"9/28/17","12:41 PM","703-555-1637","703-555-1760","Sent","Text"
"9/28/17","12:41 PM","703-555-1637","703-555-1760","Sent","Text"
"9/28/17","12:39 PM","703-555-1637","703-555-1760","Sent","Text"
"9/28/17","12:33 PM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","12:20 PM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","12:18 PM","703-555-1760","202-555-1219","Received","Text"
"9/28/17","12:18 PM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","12:17 PM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","12:17 PM","703-555-1760","202-555-1219","Received","Text"
"9/28/17","11:27 AM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","11:26 AM","703-555-1760","202-555-1219","Received","Text"
"9/28/17","11:25 AM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","10:32 AM","703-555-2508","703-555-1760","Sent","Text"
"9/28/17","10:31 AM","703-555-1760","703-555-2508","Received","Text"
"9/28/17","10:30 AM","703-555-2508","703-555-1760","Sent","Text"
"9/28/17","12:00 AM","703-555-2508","7035551760","Sent","Picture/Video"
"9/28/17","10:01 AM","703-555-2508","703-555-1760","Sent","Text"
"9/28/17","10:00 AM","703-555-1760","703-555-2508","Received","Text"
"9/28/17","9:58 AM","703-555-2508","703-555-1760","Sent","Text"
"9/28/17","9:58 AM","703-555-2508","703-555-1760","Sent","Text"
"9/28/17","9:50 AM","703-555-1760","703-555-2508","Received","Text"
"9/28/17","9:50 AM","703-555-2508","703-555-1760","Sent","Text"
"9/28/17","9:50 AM","703-555-1760","703-555-2508","Received","Text"
"9/28/17","9:48 AM","703-555-2508","703-555-1760","Sent","Text"
"9/28/17","9:48 AM","703-555-1760","703-555-2508","Received","Text"
"9/28/17","9:47 AM","703-555-2508","7035551760","Sent","Picture/Video"
"9/28/17","9:47 AM","703-555-1760","703-555-2508","Received","Text"
"9/28/17","9:47 AM","703-555-1760","703-555-2508","Received","Text"
"9/28/17","9:45 AM","703-555-2508","703-555-1760","Sent","Text"
"9/28/17","9:43 AM","703-555-2508","703-555-1760","Sent","Text"
"9/28/17","9:43 AM","703-555-1760","703-555-2508","Received","Text"
"9/28/17","9:42 AM","703-555-2508","7035551760","Sent","Picture/Video"
"9/28/17","9:40 AM","703-555-1760","703-555-2508","Received","Text"
"9/28/17","9:34 AM","703-555-2508","703-555-1760","Sent","Text"
"9/28/17","9:34 AM","703-555-2508","7035551760","Sent","Picture/Video"
"9/28/17","9:14 AM","703-555-2508","703-555-1760","Sent","Text"
"9/28/17","9:14 AM","703-555-1760","703-555-2508","Received","Text"
"9/28/17","9:12 AM","703-555-2508","7035551760","Sent","Picture/Video"
"9/28/17","8:48 AM","703-555-2508","703-555-1760","Sent","Text"
"9/28/17","8:48 AM","703-555-1760","703-555-2508","Received","Text"
"9/28/17","8:47 AM","703-555-2508","7035551760","Sent","Picture/Video"
"9/28/17","8:47 AM","703-555-2508","7035551760","Sent","Picture/Video"
"9/28/17","8:46 AM","703-555-2508","7035551760","Sent","Picture/Video"
"9/28/17","8:46 AM","703-555-2508","703-555-1760","Sent","Text"
"9/28/17","7:02 AM","703-555-1760","202-555-1219","Received","Text"
"9/28/17","7:02 AM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","7:02 AM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","7:02 AM","703-555-1760","202-555-1219","Received","Text"
"9/28/17","7:02 AM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","7:01 AM","703-555-1760","202-555-1219","Received","Text"
"9/28/17","6:57 AM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","6:55 AM","703-555-1760","202-555-1219","Received","Text"
"9/28/17","6:47 AM","202-555-1219","703-555-1760","Sent","Text"
"9/28/17","5:38 AM","703-555-1637","703-555-1760","Sent","Text"
"9/28/17","5:20 PM","202-555-1219","7035551760","Sent","Text"
"9/28/17","4:46 PM","202-555-1219","7035551760","Sent","Text"
"9/27/17","4:34 PM","703-555-1760","202-555-1219","Received","Text"
"9/27/17","4:33 PM","202-555-1219","703-555-1760","Sent","Text"
"9/27/17","3:29 PM","703-555-2508","703-555-1760","Sent","Text"
"9/27/17","3:28 PM","703-555-1760","703-555-2508","Received","Text"
"9/27/17","3:27 PM","703-555-1760","202-555-1219","Received","Text"
"9/27/17","2:12 PM","703-555-2508","703-555-1760","Sent","Text"
"9/27/17","2:11 PM","703-555-2508","703-555-1760","Sent","Text"
"9/27/17","2:11 PM","703-555-1760","703-555-2508","Received","Text"
"9/27/17","2:04 PM","703-555-2508","703-555-1760","Sent","Text"
"9/27/17","2:02 PM","703-555-1760","703-555-2508","Received","Text"
"9/27/17","1:56 PM","703-555-2508","703-555-1760","Sent","Text"
"9/27/17","12:39 PM","703-555-1637","703-555-1760","Sent","Text"
"9/27/17","12:19 PM","540-555-3011","703-555-1760","Sent","Text"
"9/27/17","12:19 PM","703-555-1760","540-555-3011","Received","Text"
"9/27/17","12:13 PM","703-555-2508","7035551760","Sent","Picture/Video"
"9/27/17","12:12 PM","540-555-3011","703-555-1760","Sent","Text"
"9/27/17","12:11 PM","703-555-1760","703-555-2508","Received","Text"
"9/27/17","12:10 PM","703-555-2508","7035551760","Sent","Picture/Video"
"9/27/17","12:10 PM","703-555-1760","703-555-2508","Received","Text"
"9/27/17","12:09 PM","703-555-2508","703-555-1760","Sent","Text"
"9/27/17","12:09 PM","703-555-1760","703-555-2508","Received","Text"
"9/27/17","12:04 PM","703-555-2508","7035551760","Sent","Picture/Video"
"9/27/17","12:00 PM","703-555-2508","703-555-1760","Sent","Text"
"9/27/17","11:58 AM","703-555-1760","703-555-2508","Received","Text"
"9/27/17","11:41 AM","202-555-1219","703-555-1760","Sent","Text"
"9/27/17","11:41 AM","703-555-1760","202-555-1219","Received","Text"
"9/27/17","11:31 AM","703-555-1760","202-555-1219","Received","Text"
"9/27/17","11:30 AM","202-555-1219","703-555-1760","Sent","Text"
"9/27/17","11:27 AM","703-555-1760","202-555-1219","Received","Text"
"9/27/17","11:26 AM","202-555-1219","703-555-1760","Sent","Text"
"9/27/17","11:24 AM","202-555-1219","703-555-1760","Sent","Text"
"9/27/17","11:24 AM","202-555-1219","703-555-1760","Sent","Text"
"9/27/17","11:18 AM","703-555-1760","202-555-1219","Received","Text"
"9/27/17","11:18 AM","202-555-1219","703-555-1760","Sent","Text"
"9/27/17","11:16 AM","202-555-1219","703-555-1760","Sent","Text"
"9/27/17","11:15 AM","703-555-1760","202-555-1219","Received","Text"
"9/27/17","11:14 AM","202-555-1219","703-555-1760","Sent","Text"
"9/27/17","11:13 AM","703-555-1760","202-555-1219","Received","Text"
"9/27/17","11:08 AM","202-555-1219","703-555-1760","Sent","Text"
"9/27/17","10:45 AM","202-555-1219","703-555-1760","Sent","Text"
"9/27/17","10:34 AM","202-555-1219","703-555-1760","Sent","Text"
"9/27/17","7:08 AM","703-555-2508","703-555-1760","Sent","Text"
"9/27/17","7:06 AM","703-555-2508","703-555-1760","Sent","Text"
"9/27/17","7:05 AM","703-555-1760","703-555-2508","Received","Text"
"9/27/17","7:04 AM","703-555-2508","703-555-1760","Sent","Text"
"9/27/17","6:42 AM","703-555-2508","703-555-1760","Sent","Text"
"9/27/17","6:42 AM","703-555-1760","703-555-2508","Received","Text"
"9/27/17","6:42 AM","703-555-1760","703-555-2508","Received","Text"
"9/27/17","6:40 AM","703-555-2508","7035551760","Sent","Picture/Video"
"9/27/17","6:39 AM","703-555-1760","703-555-2508","Received","Text"
"9/27/17","6:39 AM","703-555-1760","703-555-2508","Received","Text"
"9/27/17","6:38 AM","703-555-2508","7035551760","Sent","Picture/Video"
"9/27/17","6:34 AM","703-555-1760","703-555-2508","Received","Text"
"9/27/17","6:33 AM","703-555-2508","7035551760","Sent","Picture/Video"
"9/27/17","6:33 AM","703-555-1760","703-555-2508","Received","Text"
"9/27/17","6:21 AM","703-555-2508","7035551760","Sent","Picture/Video"
"9/27/17","4:47 AM","703-555-2508","703-555-1760","Sent","Text"
"9/27/17","4:25 AM","703-555-1760","703-555-2508","Received","Text"
"9/27/17","3:59 AM","703-555-2508","703-555-1760","Sent","Text"
"9/27/17","1:05 PM","703-555-2508","7035551760","Sent","Picture/Video"
